score,content
1,aneh akun ngak bisa transaksisetiap transaksi ada kesalahan terusyg kasih promo dia yg ngasih ongkir gratis diakita sebagai pembeli tinggal pilih mana ada yg cocokpas d komplin kita pembeli yg d salahinkita pembeli memilih pilihan yg tetsediabaik pembeli mau pun dari toped sekalipunemg aneh ini tempat belanja online yg satu iniapakah kita gara ngak mau lagi langganan plus gratis tampa batas per  bulan d perpanjanggmna mau bisa belanja nyaman klau seperti ini yg terjadi
5,ayo bergabunglah
5,kenapa chat kita gak bisa di hapus
5,nice
5,tokped semoga longlasting sering ngasi diskon
3,saya sudah meng uninstall aplikasi ini di tahun  bulan april jika ada yg menyalah gunakan akun saya di aplikasi ini saya akan laporkan ke pihak yang berwajib karena sudah menyalahgunakan akun saya
1,mau penarikan dana ajja di tahan dulu nunggu  hari tidak membantu umkm sama sekali
3,kenapa tiba tiba aplikasi nya gak bisa di buka
2,awal nya tokopedia sangat baguslama lama bukannya makin bagus  tapi menurun dua kali paket terselippertama  akhirnya datang setelah  minggu  yg kedua  hilangpenggantiannya terkesan lambat dan berbelit  petugas tokopedia menampilkan ketidak profesionalannya sejak memakai kurir rekomdasi  banyak masalah jadi beralih ke aplikasi yg lainnya saya rubah bintang nya  krn tidak bisa mencari riwayat transaksi berdasarkan cara membayarnya
1,kesel banget sama gratis ongkir sameday udah ganti kurir jne terus liat vocher malah aktif sendiri pake sameday gratis ongkir pengirimah paling lelet ini taik lah
1,udah pesen barang di tunggu ber harihari gk nyampek tau tau udah di batal in
1,beli voucher belanja sekarang di hapus terus apa gunanya aplikasi
5,bagus
2,kenapa sekarang stelah pembaharuan aplikasi ny tokopedia tidak bisa melakukan transaksi pembayaran sekaligus dlm jumlah banyak kalu dulu saya bisa melakukan  transaksi pembayaran tagihan bayar nya bisa di bayar sekaligus tp kenapa sekang dak bisa ini bunyi kalimat nya sekarag harus di selesaikan dulu baru bisa bayar lagi lanjutkan pembayaran ada transaksi bca virtual account kamu yang belum dibayar rp transaksi tersebut akan dibatalkan jika melanjutkan pembayaran
1,wes ape kukut
5,mudah praktis banyak promo
2,daftar cc tinggal tanda tangan tp ga tahu mau tt dimana mana ga ada yg bisa difollow up kalian niat ga sih
2,barang hilang tp uang g kunjung di kembalikan sdh  minggu lbh alasannya butuh data pelengkap dll padahal yg sy beli adl suplemen utk ofg yg sakit gagal ginjal pihak tokopedia sm sekali g bs di hubungi tokopedia care tdk prnh ada respon ini gmn
5,ok
5,puas pokoknya
5,bagus
5,praktis dan cepet buanget
1,selamat tinggal tokped skrg sya beralih ke shopee karna di tokped sulit untk mendapa via cod
3,tampilan menu fiturnya sekarang malah nyusahin dulu mau cwk riwayat transaksi tinggal klik kanan bawah wishlist sebelahnya sekarang hrs masuk ke menu akun dulu malah jd ribet
5,buat harga terjangkawmurah pokonya gak nyesel punya apl tokopedia
5,mantap ini aplikasi
5,keren
4,tolong tambahkan pemberian rate untuk kurir instant atau same day karena ada barang saya yg asal lempar
5,fitur penilaian kurir perlu ditambahi
4,terlalu terulang ayo belanja
5,bagus
5,bagus
2,update terus deh perasaan mana sekarang udah gk bisa beli percukai an  perlengkapannya males bgt harus buka web buat nyari barang ini makin lama makin mirip sama toko² sebelah
1,para kurirnya tidak bertanggung jawab proses komplain lama lama respons nya  paket saya sekarang tidak sampai yg  hilang yg  paket salah sasaran
1,udh mau bangkrut apa dana penjual hr msh blm msk aja di cek ga ada d penghasilan tp pesenan sdh selesai siap tutup toko pindah k sebelah dan byk laporan k surat pembaca klo spt ini pelayanan nya nominal jt bkn nominal kecil masalah nya
1,transaksi di batalkan oleh sistemtapi saldo refund tidak di kembalikansudah komplain ke csgak ada solusi dan keteranganpadahal ketentuan saldo refund pembayaran melalui retail saldo langsung di kembalikan ke saldo refundtolong bantuannyathanks
1,semenjak dibeli tiktok pelayanan sangat buruk
2,dulu saya kalo belanja online selalu di toped gak pernah ke lainnya tapi sekarang saya pindah ke sebelah karena di toped sudah gak pernah dapat benefit apapunkenapa ya
1,mantapkena tipudah ajukan komplain ke email gak ada tanggapanpesan proyektor yg harganya lumayandatangnya cashing hpsekelas aplikasi paling ternama bisa juga dibiarkan toko tipu tipukomplain gak ada gunanyagaransi pun gak berguna
1,semakin buruk
5,baik
5,cepat praktis dan mudah trimakasih ya
1,update emoney susah
1,sejak dibeli tiktok tokopedia makin ngawur nyusahin orang jualan udah nurutin login acc tiktok malah buka toko baru padahal udah punya di app tokopedia dari lama pokoknya makin ribet
1,aplikasi lemot ngelag macet
1,gatau slh dmna nya skrg tiap pesen estimasi tiba  hari tapi nyatanya lebih dri sminggu udh  psen sllu bgtu di puter trs di expedisi nya padahal udh plih toko terdekat tpi sllu terlambat dri estimasi sungguh sangat kecewa
5,mantap
5,castomer baru coba mudahan
5,bagus
5,mantap pertahankancuman  yang penting jasa kirimnya aja yg perlu diperbaiki
5,mantab sekali
1,barang yang dibeli susah refund uang sudah balik proses rumit berbelit
1,baru juga mau pake tokped malah di buat kecewa gara pesen sudah mau  minggu blm datang juga padahal jarak toko sama saya ga jauh lokasi nya sangat sangat kecewa
5,bagus produk yang sangat terjamin
1,diboongin sama tokped saya sebagai pembeli merasa dibohongi divocer tulisannya nyaris gratis giliran mau chekout boro gratis  cuma potongan ongkir doang mahal di ongkir ah males belanja dsni mnding di toko oren
1,makin kesini makin berat terulang terus hapus app instal ulang mau masuk pasti ribet mau cek histori belanja pakai ribet giliran langsung beli langsung keluar tagihan segera lakukan pembayaran anda kan lucu aplikasi besar tapi ampas
1,penanganan dari tim cs tokopedia sangat buruk karna memakan waktu yg sangat lama solusi yg diberikan tidak menyelesaikan masalah
1,saya memesan paket malah diretur sama kurirnya padahal saya belum dihubungi saat saya mau mengajukan komplain saya tidak menemukan tempat untuk mengkomplain bagusan shopee sumpah gabakal lagi pesen di sini mengecewakan
5,apk ini sangat berguna
5,
5,sangat bagus
1,isi paket hilang dan ditukar kurir sudah komunikasi melalui forum chat diskusi namun kasusnya digantung dan sampai saat ini belum mendapatkan jawaban dan solusi dari pihak tokopedia
4,good saran saja toko yang tipu² untuk d evaluasi
1,apk nya kenapa si barang dalam pengiriman tapi gak nyampe nyampe intinya gak pernah nyampe ujungnya batal sendiri
5,baru coba
5,sangat bagus
1,sudah lapor kehilangan isi barang yang disebabkan oleh oknum expedisi di forum chat diskusi tapi tidak ada respon dan solusi dari pihak tokopedia
1,aplikasi busuk perusahaan gede tapi gaada costumer servicenya mau komplain kemana ga tau udah gajelas kemaren habis beli barang tapi stok habis dan seller nolak pembatalan barang yang sudah saya pesen disuruh ganti barang sedangkan saya mau cancel juga ga bisa karena ga ada costumer service nya apk ampas mending gue pake apk oren daripada ini coba kalo barang yang gw beli jutaan terus ga bisa di cancel pihak tokopedia kayak ga mau tau najis
5,bagus jika vochernya diperbanyak dan dipermudah sehingga menjadi daya tarik untuk belanja di sini codnya sebaiknya selalu ada terimakasih
5,
5,mantabdisini serba ada
1,ribet
5,man jadda wa jadda syukron
2,mau batalin pembelian susah tunggu persetujuan penjual dulu padahal belum sampai  menit karna beda ukuran nga bisa langsung belanja lagi sue nga seperti shopee dan yg lain kalau belim  menit bisa otomatis dibatalkan untuk merubah pesanan yg salah dan yg sesuai dengan keinginan pembeli kampret topet mah
5,keren tokopedia mantap
5,oke
1,makin kesini tokped makin bodoh masak penjual yang lambat merespon kuta mau ganti toko lain yang lebih sigap tapi gak bisa di batalkan transaksinya makin konyol lagi adminnya gak bisa bantu dan kita harus nunggu x jam apa gak tolol tu namanya
2,tampilanua nya kurang efektif dalam pemakaian
1,tolong tambahkan fitur nomor telepon seller nya setiap pesan instan jam pasti lelet ga satset seller ga online percuma dong pesen instan yang ongkir nya mahal kalau ga satset mau hubungi cuman bisa chat tokped doang gbisa hubungi sellernya tolong perbaiki segera
1,tautan dari ig dialihkan k playstore blokk
5,mantap
1,astaga setelah sekian lama ga belanja di tokped mau nyoba lagi ternyata semakin parah udah ga ada promo disc ataupun cashback sekarang ga juga gratis ongkir padahal coba checkout di toko dengan logo gratis ongkirmungkin ga memenuhi syarat minimal belanjaeh ga juga coba di naikin belanjanya jadi rb tetep aja mesti bayar ongkirmenangis aku liat tokped kaya begini ga ada promo apapunhiks kemana tokopedia ku yang dulu janganjangan udah mau bangkrut ini mah
1,sering terjadi eror gabisa komplein pesanan pesanan suka diretur sendiri gabisa kirim gambar ke toko penjual mendingan aplikasi yang lain
1,masok suruh verifikasi lagi boss kembali kan ke semula
1,tokoped kenapa sekarang tidak bisa bayar di alpamarket dan indomart
1,setelah update menu navigasi transaksi di bagian bawah  mobile menu jadi hilang kenapa dah padahal menu transaksi itu lebih simpel ketimbang yg sekarang harus masuk ke menu akun dulu baru masuk ke menu transaksi ribet banget balikin lagi menu nya
2,sering gangguan server
5,ok
1,edit ulasan yg awalnya bintang  jadi bintang  karena yg awalnya nyaman bgt pake tokped skrg dipaksa gabung dgn tiktok bagi user tokped yg gapunya tiktok jadi udah gabisa make akun nya lagi terima kasih tokped pindah ke oren lah solusinya
4,kenapa sekarang tidak bisa melihat fotovideo ulasan menurut saya itu penting buat keputusan dalam membeli
1,stop pake kurir rekomendasi id express kurirnya tdk mau antar ke rumah
3,saya mau beli barang besar tapi saat mau checkout ngga ada opsi pengiriman cargo udah chat ke penjual mereka mengatakan udah mengaktifkan pengiriman cargo dan pembeli lain tidak ada yg bermasalah seperti saya
1,saya pribadi sangat kecewa sekaliudah nunggu lama  hariee pesanan dibatalkan
5,
1,mohon ditingkatkan untuk pembayaran tokopedia paylater bisa digunakan pembayaran sebagian seperti toko oren
5,bagus
1,ngeri ya skrg tokped semenjak gabung sm tiktok banyak keluhan dimedia konsumenrata² pesanan hilang apalagi brg² yg harganya mahal
1,sangat mahal di banding shoppe
5,bagus
1,penanganan cs cuma ai ga ada cs manusia yg bisa bantu nanganin masalah
1,woi kenapa akun gw ilang  terus kalau mau login ama nyambungin no hp udah kaga bisa udah di pakai tokped ini kenapa
5,pokoknya mantap
3,semakin berat kerja aplikasi nya
1,aplikasi penipuan isinya banyak penipu konsumen beli barang sampe rb yang di kirim casing hp harga rb tolong ya min aktifkan ajukan pengembalian biar konsumen ga dirugikan seller scam dan satu lagi harus teliti klo ada akun penipu ga jelas karna sudah banyak korban nya di aplikasi ini termasuk sy
5,baik
1,bangkrut saja kau tokped aturan makin nda jelas pemotongan pajak makin selangitt mati aja perusahaanmu market plice anjing sy sebagai seller berapa kali di rugikan karnabpemotongan dana secara sepihak makan itu uang haram anjing
5,ga boleh lo lewatin ini jarang yg diccount gudean inilanjut order aja
1,ternyata tokopedia melindungi penjual orderan dikembalikan tapi dana blm saya terima dan melihat ulasan banyak orang yang bila bahwa tokoped hanya melindungi penjual ini parah banget
1,udah komplain transaksi minta selesai karena barang yg kurang sudah diterima malah suruh komplain ulang jawabannya muter disitu aja ngga ngasih solusi sama sekali
5,ok
5,ok joslah
1,suka memberi iklan saat saya ingin mendownload link bokep
4,pengalaman ketika membeli di oneline barang yg dipromosikan bagus tapi begitu sampai sangat mengecewakan
1,tokopedia sekarang ngasih expedisi seenak jidat saya pengennya jt malah di kasih id express seminggu pengiriman di kasih notif alamat tidak di temukan pas ada notifikasi barang sampai ternyata di lihat fotonya palsu hal seperti ini merugikan penjual dan pembeli barang hilang uangpun melayang lebih baik jangan merekomendasikan id express biarkan pembeli memilih expedisi kepercayaan mereka bagi saya hanya jt yang gak pernah telat bahkan sering datang sebelum estimasi
1,disuruh minta kode verifikasi via whatsapp tapi ga ada terkirim giliran mau pilih metode sms malah kena cooldown apalah coba mau login aja susah padahal gua mau beli barang malah dipersulit
1,ada juga yaa seller nya orang dalam toped main hacker aja akun orang sampai uang nya di ambil jt lebih untuk kalian berhati aja sama aplikasi ini karna ada orang dalam nya yg main hacker aja supaya bisa ambil uang orang
1,pemaksaan suruh update jadi bintang
5,toko pak edi lengkap
5,sangat membantu
5,good
5,okay seep
5,good aplication
5,sangat bagus dan amanok sukses selalu tokopediaok
5,lumayan benar sangat membantu untung shoping tq
5,sukses
4,nice
1,jangan belanja di sini kalau penukaran barang susah uang hilang mending di toko orange klo ada barang gak sesuai cepet dan mudah di retur nya dan di pick up disini sudah harus antar barang ke expedisi rugi uang ongkir juga
5,semoga berguna
5,kerja bagus
1,toko jbl zeze  saya sangat kecewa beli barang terus sudah saya bayar dan pesanan sudah seminggu lebih belom sampai tibatiba uang saya dikembalikan tanpa alasan kalau tau dari awal mending gak usah download aplikasi ini
1,kurangnya tampilan hari buka atau tutup toko  kurangnya pemberitahuan ada ataupun tidak adanya pengiriman ketika hari libur nasional maupun hari libur biasa masih sering memperpanjang pengiriman diluar estimasi sebenarnya contoh pengiriman sameday harusnya tiba dihari yang sama saat ceckout tapi tibanya hari besoknya padahal ceck out sudah dari pagi
5,bagus
1,baru pertama pake aplikasi ini buat jajan online eh udah di kecewain toko toko nya gak ada yg respon sm sekali
5,mantap hemat dan terpercaya
5,bagus
1,ga jelas
5,ok
1,ongkirnya terlalu mahal dan vouchernya tidak berguna
1,tokopedia care kalo bukan bot yg jawab berarti pihak tokopedia salah rekrut orang minimal rekrut orang yang punya logika kalo rekrut org jgn yg iq dibawah rata
1,aku males belanja
5,good aplikasi
5,aplikasi bagus mendukung belanja hemat murah meriah dan banyak diskonnya
5,mantul blnja di toped online banyak diskonannya  dapat casback
5,mudah digunakan
1,komplain ga respon parah sih mendung shopee skrng
5,bagus
1,kecewa dengan apk tokopedia dulu gk pernah pakai jasa expedisi jnt selalu sukses ku terima  sekarang terhubung dgn expedisi itu kena terus cancel entah lah kantor nya gk jelas bgt kawasan daerah surabaya semoga aja gk pakai expedisi yg merumitkan pelanggan setia
1,kalau mau beli di toko online jangan yang ini adminnya gak bertanggung jawab walau pakai asuransi pengiriman tetap di suruh bayar k kadang sampai k dan yangkatanya akan dikembalikan k gak pernah dikembalikan walau barangnya udah rusak karna penjualnya atau kurirnya ini toko penipu kalau mau bukti banyak saya screenshot
1,tidak bisa menghapus akun error graphql lah
5,ok
1,ga jelaa bgt tba akunn gagu wkwk
5,ok
5,mudah digunakan lancar terus yh tokopedia
5,tdk bisa cod
1,aplikasi lambat solusi jika ada masalahkapok kapok kapok
1,gmn tuh toko sy yg di tokopedia masa harus buat lg dr awal di merger kalian gila x ya masa maen ilang dan ga bisa dibuka aj toko sy yg di tokped plg ngga hrs nya ad sosialisasi dulu dong parah lo
5,sangat membantu dan best aplikasi belanja terima kasich
5,produk berkualitas
5,the best admin tokopedia tolong amankan akunku ya supaya tidak dibajak orang thanks tokopedia is the best bertahun selalu belanja  tokopedia makin sukses ya
2,tokped tolong diperbaiki lagi kaktolong fitur ubah kurirnya dikembalikanitu sangat membatu sekali buat sellerseteleh diminta gabung ke tik tok malah tambah ribetkembalikan tokped seperti dulu kak
